Key,Score,First Word,antibiotic,gene
ceftazidime_K18138,3,Strong,ceftazidime,K18138
ceftazidime_K18139,3,Strong,ceftazidime,K18139
ceftazidime_K18141,2,Moderate,ceftazidime,K18141
ceftazidime_K18145,3,Strong,ceftazidime,K18145
ceftazidime_K18150,3,Strong,ceftazidime,K18150
ceftazidime_K18295,3,Strong,ceftazidime,K18295
ceftazidime_K18297,3,Strong,ceftazidime,K18297
ceftazidime_K18298,2,Moderate,ceftazidime,K18298
ceftazidime_K18299,3,Strong,ceftazidime,K18299
ceftazidime_K18300,3,Strong,ceftazidime,K18300
ceftazidime_K18303,3,Strong,ceftazidime,K18303
ceftazidime_K18307,3,Strong,ceftazidime,K18307
ceftazidime_K18324,3,Strong,ceftazidime,K18324
ceftazidime_K18590,2,Moderate,ceftazidime,K18590
ceftazidime_K18698,3,Strong,ceftazidime,K18698
ceftazidime_K18699,3,Strong,ceftazidime,K18699
ceftazidime_K18766,3,Strong,ceftazidime,K18766
ceftazidime_K18767,3,Strong,ceftazidime,K18767
ceftazidime_K18768,3,Strong,ceftazidime,K18768
ceftazidime_K18780,3,Strong,ceftazidime,K18780
ceftazidime_K18781,3,Strong,ceftazidime,K18781
ceftazidime_K18790,3,Strong,ceftazidime,K18790
ceftazidime_K18791,3,Strong,ceftazidime,K18791
ceftazidime_K18792,3,Strong,ceftazidime,K18792
ceftazidime_K18793,3,Strong,ceftazidime,K18793
ceftazidime_K18794,3,Strong,ceftazidime,K18794
ceftazidime_K18795,3,Strong,ceftazidime,K18795
ceftazidime_K18796,3,Strong,ceftazidime,K18796
ceftazidime_K18797,3,Strong,ceftazidime,K18797
ceftazidime_K18824,3,Strong,ceftazidime,K18824
ceftazidime_K18891,3,Strong,ceftazidime,K18891
ceftazidime_K18899,3,Strong,ceftazidime,K18899
ceftazidime_K18901,2,Moderate,ceftazidime,K18901
ceftazidime_K18908,2,Moderate,ceftazidime,K18908
ceftazidime_K18935,2,Moderate,ceftazidime,K18935
ceftazidime_K18971,3,Strong,ceftazidime,K18971
ceftazidime_K18972,3,Strong,ceftazidime,K18972
ceftazidime_K18973,3,Strong,ceftazidime,K18973
ceftazidime_K18975,2,Moderate,ceftazidime,K18975
ceftazidime_K18976,2,Moderate,ceftazidime,K18976
ceftazidime_K19096,3,Strong,ceftazidime,K19096
ceftazidime_K19097,3,Strong,ceftazidime,K19097
ceftazidime_K19100,3,Strong,ceftazidime,K19100
ceftazidime_K19215,3,Strong,ceftazidime,K19215
ceftazidime_K19218,3,Strong,ceftazidime,K19218
ceftazidime_K19271,-1,Evidence,ceftazidime,K19271
ceftazidime_K19272,-1,Evidence,ceftazidime,K19272
ceftazidime_K19318,3,Strong,ceftazidime,K19318
ceftazidime_K19319,3,Strong,ceftazidime,K19319
ceftazidime_K19593,2,Moderate,ceftazidime,K19593
ceftazidime_K20319,3,Strong,ceftazidime,K20319
ceftazidime_K20320,3,Strong,ceftazidime,K20320
ceftazidime_K21133,2,Moderate,ceftazidime,K21133
ceftazidime_K21134,2,Moderate,ceftazidime,K21134
ceftazidime_K21135,3,Strong,ceftazidime,K21135
ceftiofur_K00287,2,Moderate,ceftiofur,K00287
ceftiofur_K00638,2,Moderate,ceftiofur,K00638
ceftiofur_K00790,3,Strong,ceftiofur,K00790
ceftiofur_K01467,3,Strong,ceftiofur,K01467
ceftiofur_K02546,1,Weak,ceftiofur,K02546
ceftiofur_K02547,2,Moderate,ceftiofur,K02547
ceftiofur_K03297,3,Strong,ceftiofur,K03297
ceftiofur_K03327,2,Moderate,ceftiofur,K03327
ceftiofur_K03446,3,Strong,ceftiofur,K03446
ceftiofur_K03585,3,Strong,ceftiofur,K03585
ceftiofur_K03587,3,Strong,ceftiofur,K03587
ceftiofur_K03712,1,Weak,ceftiofur,K03712
ceftiofur_K03760,2,Moderate,ceftiofur,K03760
ceftiofur_K06159,2,Moderate,ceftiofur,K06159
ceftiofur_K07788,2,Moderate,ceftiofur,K07788
ceftiofur_K07789,2,Moderate,ceftiofur,K07789
ceftiofur_K07799,2,Moderate,ceftiofur,K07799
ceftiofur_K08161,2,Moderate,ceftiofur,K08161
ceftiofur_K08162,3,Strong,ceftiofur,K08162
ceftiofur_K08167,3,Strong,ceftiofur,K08167
ceftiofur_K09476,2,Moderate,ceftiofur,K09476
ceftiofur_K12340,3,Strong,ceftiofur,K12340
ceftiofur_K12556,3,Strong,ceftiofur,K12556
ceftiofur_K13632,2,Moderate,ceftiofur,K13632
ceftiofur_K15547,3,Strong,ceftiofur,K15547
ceftiofur_K15549,2,Moderate,ceftiofur,K15549
ceftiofur_K17836,3,Strong,ceftiofur,K17836
ceftiofur_K18129,2,Moderate,ceftiofur,K18129
ceftiofur_K18130,3,Strong,ceftiofur,K18130
ceftiofur_K18131,2,Moderate,ceftiofur,K18131
ceftiofur_K18139,3,Strong,ceftiofur,K18139
ceftiofur_K18141,2,Moderate,ceftiofur,K18141
ceftiofur_K18142,2,Moderate,ceftiofur,K18142
ceftiofur_K18144,3,Strong,ceftiofur,K18144
ceftiofur_K18145,3,Strong,ceftiofur,K18145
ceftiofur_K18150,2,Moderate,ceftiofur,K18150
ceftiofur_K18295,2,Moderate,ceftiofur,K18295
ceftiofur_K18297,3,Strong,ceftiofur,K18297
ceftiofur_K18299,2,Moderate,ceftiofur,K18299
ceftiofur_K18301,2,Moderate,ceftiofur,K18301
ceftiofur_K18305,2,Moderate,ceftiofur,K18305
ceftiofur_K18306,3,Strong,ceftiofur,K18306
ceftiofur_K18307,2,Moderate,ceftiofur,K18307
ceftiofur_K18308,3,Strong,ceftiofur,K18308
ceftiofur_K18324,3,Strong,ceftiofur,K18324
ceftiofur_K18476,2,Moderate,ceftiofur,K18476
ceftiofur_K18698,3,Strong,ceftiofur,K18698
ceftiofur_K18699,3,Strong,ceftiofur,K18699
ceftiofur_K18766,3,Strong,ceftiofur,K18766
ceftiofur_K18781,3,Strong,ceftiofur,K18781
ceftiofur_K18790,3,Strong,ceftiofur,K18790
ceftiofur_K18791,3,Strong,ceftiofur,K18791
ceftiofur_K18792,3,Strong,ceftiofur,K18792
ceftiofur_K18793,3,Strong,ceftiofur,K18793
ceftiofur_K18795,3,Strong,ceftiofur,K18795
ceftiofur_K18796,3,Strong,ceftiofur,K18796
ceftiofur_K18797,3,Strong,ceftiofur,K18797
ceftiofur_K18901,3,Strong,ceftiofur,K18901
ceftiofur_K18902,2,Moderate,ceftiofur,K18902
ceftiofur_K18906,2,Moderate,ceftiofur,K18906
ceftiofur_K18934,3,Strong,ceftiofur,K18934
ceftiofur_K18970,3,Strong,ceftiofur,K18970
ceftiofur_K19101,3,Strong,ceftiofur,K19101
ceftiofur_K19592,2,Moderate,ceftiofur,K19592
ceftiofur_K19593,2,Moderate,ceftiofur,K19593
ceftiofur_K19595,2,Moderate,ceftiofur,K19595
ceftiofur_K19644,2,Moderate,ceftiofur,K19644
ceftiofur_K20319,2,Moderate,ceftiofur,K20319
ceftiofur_K20320,3,Strong,ceftiofur,K20320
ceftiofur_K21133,2,Moderate,ceftiofur,K21133
ceftiofur_K21264,1,Weak,ceftiofur,K21264
ceftriaxone_K00677,2,Moderate,ceftriaxone,K00677
ceftriaxone_K00687,3,Strong,ceftriaxone,K00687
ceftriaxone_K01467,3,Strong,ceftriaxone,K01467
ceftriaxone_K02469,-1,Evidence,ceftriaxone,K02469
ceftriaxone_K02546,2,Moderate,ceftriaxone,K02546
ceftriaxone_K03327,2,Moderate,ceftriaxone,K03327
ceftriaxone_K03446,2,Moderate,ceftriaxone,K03446
ceftriaxone_K03543,3,Strong,ceftriaxone,K03543
ceftriaxone_K03577,3,Strong,ceftriaxone,K03577
ceftriaxone_K03585,3,Strong,ceftriaxone,K03585
ceftriaxone_K03587,3,Strong,ceftriaxone,K03587
ceftriaxone_K06153,1,Weak,ceftriaxone,K06153
ceftriaxone_K07637,2,Moderate,ceftriaxone,K07637
ceftriaxone_K07642,1,Weak,ceftriaxone,K07642
ceftriaxone_K07662,2,Moderate,ceftriaxone,K07662
ceftriaxone_K07789,3,Strong,ceftriaxone,K07789
ceftriaxone_K08161,3,Strong,ceftriaxone,K08161
ceftriaxone_K08170,2,Moderate,ceftriaxone,K08170
ceftriaxone_K09476,2,Moderate,ceftriaxone,K09476
ceftriaxone_K12340,2,Moderate,ceftriaxone,K12340
ceftriaxone_K12556,3,Strong,ceftriaxone,K12556
ceftriaxone_K13632,3,Strong,ceftriaxone,K13632
ceftriaxone_K15550,2,Moderate,ceftriaxone,K15550
ceftriaxone_K17836,3,Strong,ceftriaxone,K17836
ceftriaxone_K17881,2,Moderate,ceftriaxone,K17881
ceftriaxone_K18072,3,Strong,ceftriaxone,K18072
ceftriaxone_K18073,2,Moderate,ceftriaxone,K18073
ceftriaxone_K18095,3,Strong,ceftriaxone,K18095
ceftriaxone_K18129,3,Strong,ceftriaxone,K18129
ceftriaxone_K18130,2,Moderate,ceftriaxone,K18130
ceftriaxone_K18131,3,Strong,ceftriaxone,K18131
ceftriaxone_K18135,3,Strong,ceftriaxone,K18135
ceftriaxone_K18138,3,Strong,ceftriaxone,K18138
ceftriaxone_K18139,3,Strong,ceftriaxone,K18139
ceftriaxone_K18141,3,Strong,ceftriaxone,K18141
ceftriaxone_K18144,3,Strong,ceftriaxone,K18144
ceftriaxone_K18147,3,Strong,ceftriaxone,K18147
ceftriaxone_K18150,3,Strong,ceftriaxone,K18150
ceftriaxone_K18294,3,Strong,ceftriaxone,K18294
ceftriaxone_K18295,2,Moderate,ceftriaxone,K18295
ceftriaxone_K18298,2,Moderate,ceftriaxone,K18298
ceftriaxone_K18299,2,Moderate,ceftriaxone,K18299
ceftriaxone_K18300,2,Moderate,ceftriaxone,K18300
ceftriaxone_K18302,2,Moderate,ceftriaxone,K18302
ceftriaxone_K18305,2,Moderate,ceftriaxone,K18305
ceftriaxone_K18307,2,Moderate,ceftriaxone,K18307
ceftriaxone_K18555,-1,Evidence,ceftriaxone,K18555
ceftriaxone_K18590,3,Strong,ceftriaxone,K18590
ceftriaxone_K18698,3,Strong,ceftriaxone,K18698
ceftriaxone_K18699,3,Strong,ceftriaxone,K18699
ceftriaxone_K18766,3,Strong,ceftriaxone,K18766
ceftriaxone_K18767,3,Strong,ceftriaxone,K18767
ceftriaxone_K18768,3,Strong,ceftriaxone,K18768
ceftriaxone_K18780,3,Strong,ceftriaxone,K18780
ceftriaxone_K18781,3,Strong,ceftriaxone,K18781
ceftriaxone_K18790,3,Strong,ceftriaxone,K18790
ceftriaxone_K18791,3,Strong,ceftriaxone,K18791
ceftriaxone_K18792,3,Strong,ceftriaxone,K18792
ceftriaxone_K18793,3,Strong,ceftriaxone,K18793
ceftriaxone_K18794,3,Strong,ceftriaxone,K18794
ceftriaxone_K18795,3,Strong,ceftriaxone,K18795
ceftriaxone_K18796,3,Strong,ceftriaxone,K18796
ceftriaxone_K18845,3,Strong,ceftriaxone,K18845
ceftriaxone_K18892,2,Moderate,ceftriaxone,K18892
ceftriaxone_K18898,3,Strong,ceftriaxone,K18898
ceftriaxone_K18901,2,Moderate,ceftriaxone,K18901
ceftriaxone_K18903,3,Strong,ceftriaxone,K18903
ceftriaxone_K18908,2,Moderate,ceftriaxone,K18908
ceftriaxone_K18971,3,Strong,ceftriaxone,K18971
ceftriaxone_K18972,3,Strong,ceftriaxone,K18972
ceftriaxone_K18973,3,Strong,ceftriaxone,K18973
ceftriaxone_K18974,3,Strong,ceftriaxone,K18974
ceftriaxone_K18976,3,Strong,ceftriaxone,K18976
ceftriaxone_K19097,3,Strong,ceftriaxone,K19097
ceftriaxone_K19100,3,Strong,ceftriaxone,K19100
ceftriaxone_K19101,3,Strong,ceftriaxone,K19101
ceftriaxone_K19215,3,Strong,ceftriaxone,K19215
ceftriaxone_K19218,3,Strong,ceftriaxone,K19218
ceftriaxone_K19272,3,Strong,ceftriaxone,K19272
ceftriaxone_K19275,1,Weak,ceftriaxone,K19275
ceftriaxone_K19276,3,Strong,ceftriaxone,K19276
ceftriaxone_K19300,-1,Evidence,ceftriaxone,K19300
ceftriaxone_K19301,3,Strong,ceftriaxone,K19301
ceftriaxone_K19318,3,Strong,ceftriaxone,K19318
ceftriaxone_K19319,3,Strong,ceftriaxone,K19319
ceftriaxone_K19585,2,Moderate,ceftriaxone,K19585
ceftriaxone_K19586,2,Moderate,ceftriaxone,K19586
ceftriaxone_K19593,3,Strong,ceftriaxone,K19593
ceftriaxone_K19643,-1,Evidence,ceftriaxone,K19643
ceftriaxone_K20319,3,Strong,ceftriaxone,K20319
ceftriaxone_K20320,3,Strong,ceftriaxone,K20320
ceftriaxone_K21133,3,Strong,ceftriaxone,K21133
ceftriaxone_K21134,2,Moderate,ceftriaxone,K21134
ceftriaxone_K21135,2,Moderate,ceftriaxone,K21135
ceftriaxone_K21136,3,Strong,ceftriaxone,K21136
cefuroxime_K00287,1,Weak,cefuroxime,K00287
cefuroxime_K00663,2,Moderate,cefuroxime,K00663
cefuroxime_K00677,2,Moderate,cefuroxime,K00677
cefuroxime_K00790,-1,Evidence,cefuroxime,K00790
cefuroxime_K01467,3,Strong,cefuroxime,K01467
cefuroxime_K02469,-1,Evidence,cefuroxime,K02469
cefuroxime_K02546,3,Strong,cefuroxime,K02546
cefuroxime_K02547,3,Strong,cefuroxime,K02547
cefuroxime_K02622,2,Moderate,cefuroxime,K02622
cefuroxime_K03046,2,Moderate,cefuroxime,K03046
cefuroxime_K03543,3,Strong,cefuroxime,K03543
cefuroxime_K03577,2,Moderate,cefuroxime,K03577
cefuroxime_K03585,3,Strong,cefuroxime,K03585
cefuroxime_K03587,2,Moderate,cefuroxime,K03587
cefuroxime_K03760,2,Moderate,cefuroxime,K03760
cefuroxime_K05804,2,Moderate,cefuroxime,K05804
cefuroxime_K07642,2,Moderate,cefuroxime,K07642
cefuroxime_K07664,2,Moderate,cefuroxime,K07664
cefuroxime_K07788,3,Strong,cefuroxime,K07788
cefuroxime_K07789,3,Strong,cefuroxime,K07789
cefuroxime_K07799,3,Strong,cefuroxime,K07799
cefuroxime_K08170,1,Weak,cefuroxime,K08170
cefuroxime_K08217,2,Moderate,cefuroxime,K08217
cefuroxime_K09475,3,Strong,cefuroxime,K09475
cefuroxime_K09476,2,Moderate,cefuroxime,K09476
cefuroxime_K12340,2,Moderate,cefuroxime,K12340
cefuroxime_K12556,3,Strong,cefuroxime,K12556
cefuroxime_K13631,1,Weak,cefuroxime,K13631
cefuroxime_K13632,3,Strong,cefuroxime,K13632
cefuroxime_K15550,3,Strong,cefuroxime,K15550
cefuroxime_K17836,3,Strong,cefuroxime,K17836
cefuroxime_K18093,2,Moderate,cefuroxime,K18093
cefuroxime_K18095,3,Strong,cefuroxime,K18095
cefuroxime_K18129,2,Moderate,cefuroxime,K18129
cefuroxime_K18130,2,Moderate,cefuroxime,K18130
cefuroxime_K18131,3,Strong,cefuroxime,K18131
cefuroxime_K18135,-1,Evidence,cefuroxime,K18135
cefuroxime_K18138,3,Strong,cefuroxime,K18138
cefuroxime_K18139,3,Strong,cefuroxime,K18139
cefuroxime_K18294,3,Strong,cefuroxime,K18294
cefuroxime_K18295,3,Strong,cefuroxime,K18295
cefuroxime_K18297,2,Moderate,cefuroxime,K18297
cefuroxime_K18298,3,Strong,cefuroxime,K18298
cefuroxime_K18299,2,Moderate,cefuroxime,K18299
cefuroxime_K18303,3,Strong,cefuroxime,K18303
cefuroxime_K18307,3,Strong,cefuroxime,K18307
cefuroxime_K18324,2,Moderate,cefuroxime,K18324
cefuroxime_K18553,2,Moderate,cefuroxime,K18553
cefuroxime_K18555,3,Strong,cefuroxime,K18555
cefuroxime_K18698,3,Strong,cefuroxime,K18698
cefuroxime_K18699,3,Strong,cefuroxime,K18699
cefuroxime_K18766,3,Strong,cefuroxime,K18766
cefuroxime_K18767,3,Strong,cefuroxime,K18767
cefuroxime_K18768,2,Moderate,cefuroxime,K18768
cefuroxime_K18780,3,Strong,cefuroxime,K18780
cefuroxime_K18781,3,Strong,cefuroxime,K18781
cefuroxime_K18790,3,Strong,cefuroxime,K18790
cefuroxime_K18791,3,Strong,cefuroxime,K18791
cefuroxime_K18792,3,Strong,cefuroxime,K18792
cefuroxime_K18793,3,Strong,cefuroxime,K18793
cefuroxime_K18794,3,Strong,cefuroxime,K18794
cefuroxime_K18795,3,Strong,cefuroxime,K18795
cefuroxime_K18796,3,Strong,cefuroxime,K18796
cefuroxime_K18899,3,Strong,cefuroxime,K18899
cefuroxime_K18902,2,Moderate,cefuroxime,K18902
cefuroxime_K18903,2,Moderate,cefuroxime,K18903
cefuroxime_K18906,1,Weak,cefuroxime,K18906
cefuroxime_K18908,3,Strong,cefuroxime,K18908
cefuroxime_K18970,3,Strong,cefuroxime,K18970
cefuroxime_K18971,3,Strong,cefuroxime,K18971
cefuroxime_K18973,3,Strong,cefuroxime,K18973
cefuroxime_K18975,3,Strong,cefuroxime,K18975
cefuroxime_K18976,2,Moderate,cefuroxime,K18976
cefuroxime_K19096,3,Strong,cefuroxime,K19096
cefuroxime_K19097,3,Strong,cefuroxime,K19097
cefuroxime_K19100,3,Strong,cefuroxime,K19100
cefuroxime_K19101,3,Strong,cefuroxime,K19101
cefuroxime_K19215,3,Strong,cefuroxime,K19215
cefuroxime_K19218,3,Strong,cefuroxime,K19218
cefuroxime_K19318,3,Strong,cefuroxime,K19318
cefuroxime_K19319,3,Strong,cefuroxime,K19319
cefuroxime_K19592,2,Moderate,cefuroxime,K19592
cefuroxime_K19593,3,Strong,cefuroxime,K19593
cefuroxime_K19595,3,Strong,cefuroxime,K19595
cefuroxime_K20319,3,Strong,cefuroxime,K20319
cefuroxime_K20320,3,Strong,cefuroxime,K20320
cefuroxime_K21134,2,Moderate,cefuroxime,K21134
cefuroxime_K21136,2,Moderate,cefuroxime,K21136
cefuroxime_K21137,2,Moderate,cefuroxime,K21137
chloramphenicol_K00561,-1,Evidence,chloramphenicol,K00561
chloramphenicol_K00638,3,Strong,chloramphenicol,K00638
chloramphenicol_K00663,3,Strong,chloramphenicol,K00663
chloramphenicol_K00984,3,Strong,chloramphenicol,K00984
chloramphenicol_K03297,2,Moderate,chloramphenicol,K03297
chloramphenicol_K03327,2,Moderate,chloramphenicol,K03327
chloramphenicol_K03446,3,Strong,chloramphenicol,K03446
chloramphenicol_K03543,3,Strong,chloramphenicol,K03543
chloramphenicol_K03577,3,Strong,chloramphenicol,K03577
chloramphenicol_K03585,3,Strong,chloramphenicol,K03585
chloramphenicol_K03712,2,Moderate,chloramphenicol,K03712
chloramphenicol_K05804,2,Moderate,chloramphenicol,K05804
chloramphenicol_K06159,3,Strong,chloramphenicol,K06159
chloramphenicol_K07552,3,Strong,chloramphenicol,K07552
chloramphenicol_K07637,2,Moderate,chloramphenicol,K07637
chloramphenicol_K07640,1,Weak,chloramphenicol,K07640
chloramphenicol_K07642,3,Strong,chloramphenicol,K07642
chloramphenicol_K07788,3,Strong,chloramphenicol,K07788
chloramphenicol_K07789,3,Strong,chloramphenicol,K07789
chloramphenicol_K07799,3,Strong,chloramphenicol,K07799
chloramphenicol_K08162,3,Strong,chloramphenicol,K08162
chloramphenicol_K08167,3,Strong,chloramphenicol,K08167
chloramphenicol_K08168,3,Strong,chloramphenicol,K08168
chloramphenicol_K08170,3,Strong,chloramphenicol,K08170
chloramphenicol_K08217,2,Moderate,chloramphenicol,K08217
chloramphenicol_K09475,2,Moderate,chloramphenicol,K09475
chloramphenicol_K09476,2,Moderate,chloramphenicol,K09476
chloramphenicol_K10673,3,Strong,chloramphenicol,K10673
chloramphenicol_K11210,3,Strong,chloramphenicol,K11210
chloramphenicol_K12340,3,Strong,chloramphenicol,K12340
chloramphenicol_K12556,2,Moderate,chloramphenicol,K12556
chloramphenicol_K13631,2,Moderate,chloramphenicol,K13631
chloramphenicol_K13632,2,Moderate,chloramphenicol,K13632
chloramphenicol_K15547,3,Strong,chloramphenicol,K15547
chloramphenicol_K15549,2,Moderate,chloramphenicol,K15549
chloramphenicol_K15550,2,Moderate,chloramphenicol,K15550
chloramphenicol_K15974,2,Moderate,chloramphenicol,K15974
chloramphenicol_K18093,3,Strong,chloramphenicol,K18093
chloramphenicol_K18095,3,Strong,chloramphenicol,K18095
chloramphenicol_K18130,2,Moderate,chloramphenicol,K18130
chloramphenicol_K18131,3,Strong,chloramphenicol,K18131
chloramphenicol_K18135,2,Moderate,chloramphenicol,K18135
chloramphenicol_K18138,3,Strong,chloramphenicol,K18138
chloramphenicol_K18139,3,Strong,chloramphenicol,K18139
chloramphenicol_K18140,1,Weak,chloramphenicol,K18140
chloramphenicol_K18141,3,Strong,chloramphenicol,K18141
chloramphenicol_K18142,2,Moderate,chloramphenicol,K18142
chloramphenicol_K18145,3,Strong,chloramphenicol,K18145
chloramphenicol_K18147,3,Strong,chloramphenicol,K18147
chloramphenicol_K18150,3,Strong,chloramphenicol,K18150
chloramphenicol_K18231,2,Moderate,chloramphenicol,K18231
chloramphenicol_K18295,3,Strong,chloramphenicol,K18295
chloramphenicol_K18297,2,Moderate,chloramphenicol,K18297
chloramphenicol_K18298,2,Moderate,chloramphenicol,K18298
chloramphenicol_K18299,3,Strong,chloramphenicol,K18299
chloramphenicol_K18300,3,Strong,chloramphenicol,K18300
chloramphenicol_K18301,2,Moderate,chloramphenicol,K18301
chloramphenicol_K18302,3,Strong,chloramphenicol,K18302
chloramphenicol_K18303,3,Strong,chloramphenicol,K18303
chloramphenicol_K18305,2,Moderate,chloramphenicol,K18305
chloramphenicol_K18306,3,Strong,chloramphenicol,K18306
chloramphenicol_K18308,3,Strong,chloramphenicol,K18308
chloramphenicol_K18324,3,Strong,chloramphenicol,K18324
chloramphenicol_K18476,3,Strong,chloramphenicol,K18476
chloramphenicol_K18552,3,Strong,chloramphenicol,K18552
chloramphenicol_K18553,3,Strong,chloramphenicol,K18553
chloramphenicol_K18590,3,Strong,chloramphenicol,K18590
chloramphenicol_K18766,2,Moderate,chloramphenicol,K18766
chloramphenicol_K18768,3,Strong,chloramphenicol,K18768
chloramphenicol_K18791,3,Strong,chloramphenicol,K18791
chloramphenicol_K18795,3,Strong,chloramphenicol,K18795
chloramphenicol_K18797,3,Strong,chloramphenicol,K18797
chloramphenicol_K18815,3,Strong,chloramphenicol,K18815
chloramphenicol_K18817,2,Moderate,chloramphenicol,K18817
chloramphenicol_K18824,3,Strong,chloramphenicol,K18824
chloramphenicol_K18845,2,Moderate,chloramphenicol,K18845
chloramphenicol_K18891,2,Moderate,chloramphenicol,K18891
chloramphenicol_K18898,3,Strong,chloramphenicol,K18898
chloramphenicol_K18899,3,Strong,chloramphenicol,K18899
chloramphenicol_K18901,3,Strong,chloramphenicol,K18901
chloramphenicol_K18902,3,Strong,chloramphenicol,K18902
chloramphenicol_K18906,1,Weak,chloramphenicol,K18906
chloramphenicol_K18908,3,Strong,chloramphenicol,K18908
chloramphenicol_K18909,2,Moderate,chloramphenicol,K18909
chloramphenicol_K18934,3,Strong,chloramphenicol,K18934
chloramphenicol_K18975,3,Strong,chloramphenicol,K18975
chloramphenicol_K19097,3,Strong,chloramphenicol,K19097
chloramphenicol_K19100,3,Strong,chloramphenicol,K19100
chloramphenicol_K19271,3,Strong,chloramphenicol,K19271
chloramphenicol_K19272,2,Moderate,chloramphenicol,K19272
chloramphenicol_K19300,-1,Evidence,chloramphenicol,K19300
chloramphenicol_K19318,-1,Evidence,chloramphenicol,K19318
chloramphenicol_K19576,2,Moderate,chloramphenicol,K19576
chloramphenicol_K19585,2,Moderate,chloramphenicol,K19585
chloramphenicol_K19592,2,Moderate,chloramphenicol,K19592
chloramphenicol_K19594,2,Moderate,chloramphenicol,K19594
chloramphenicol_K19595,2,Moderate,chloramphenicol,K19595
chloramphenicol_K19644,3,Strong,chloramphenicol,K19644
chloramphenicol_K19645,3,Strong,chloramphenicol,K19645
chloramphenicol_K19883,3,Strong,chloramphenicol,K19883
chloramphenicol_K20320,3,Strong,chloramphenicol,K20320
chloramphenicol_K21133,3,Strong,chloramphenicol,K21133
chloramphenicol_K21134,2,Moderate,chloramphenicol,K21134
chloramphenicol_K21135,3,Strong,chloramphenicol,K21135
chloramphenicol_K21136,3,Strong,chloramphenicol,K21136
chloramphenicol_K21137,2,Moderate,chloramphenicol,K21137
ciprofloxacin_K00638,3,Strong,ciprofloxacin,K00638
ciprofloxacin_K00677,2,Moderate,ciprofloxacin,K00677
ciprofloxacin_K01467,2,Moderate,ciprofloxacin,K01467
ciprofloxacin_K02469,3,Strong,ciprofloxacin,K02469
ciprofloxacin_K02470,3,Strong,ciprofloxacin,K02470
ciprofloxacin_K02621,3,Strong,ciprofloxacin,K02621
ciprofloxacin_K03043,3,Strong,ciprofloxacin,K03043
ciprofloxacin_K03046,1,Weak,ciprofloxacin,K03046
ciprofloxacin_K03446,2,Moderate,ciprofloxacin,K03446
ciprofloxacin_K03543,3,Strong,ciprofloxacin,K03543
ciprofloxacin_K03577,3,Strong,ciprofloxacin,K03577
ciprofloxacin_K03585,3,Strong,ciprofloxacin,K03585
ciprofloxacin_K03712,3,Strong,ciprofloxacin,K03712
ciprofloxacin_K05804,2,Moderate,ciprofloxacin,K05804
ciprofloxacin_K07552,3,Strong,ciprofloxacin,K07552
ciprofloxacin_K07662,3,Strong,ciprofloxacin,K07662
ciprofloxacin_K07788,2,Moderate,ciprofloxacin,K07788
ciprofloxacin_K07789,3,Strong,ciprofloxacin,K07789
ciprofloxacin_K07799,3,Strong,ciprofloxacin,K07799
ciprofloxacin_K08161,3,Strong,ciprofloxacin,K08161
ciprofloxacin_K08162,3,Strong,ciprofloxacin,K08162
ciprofloxacin_K08167,3,Strong,ciprofloxacin,K08167
ciprofloxacin_K08170,3,Strong,ciprofloxacin,K08170
ciprofloxacin_K09476,3,Strong,ciprofloxacin,K09476
ciprofloxacin_K11743,2,Moderate,ciprofloxacin,K11743
ciprofloxacin_K12340,3,Strong,ciprofloxacin,K12340
ciprofloxacin_K13631,2,Moderate,ciprofloxacin,K13631
ciprofloxacin_K13632,2,Moderate,ciprofloxacin,K13632
ciprofloxacin_K15547,3,Strong,ciprofloxacin,K15547
ciprofloxacin_K15549,3,Strong,ciprofloxacin,K15549
ciprofloxacin_K15550,3,Strong,ciprofloxacin,K15550
ciprofloxacin_K15974,2,Moderate,ciprofloxacin,K15974
ciprofloxacin_K17836,-1,Evidence,ciprofloxacin,K17836
ciprofloxacin_K18095,3,Strong,ciprofloxacin,K18095
ciprofloxacin_K18129,3,Strong,ciprofloxacin,K18129
ciprofloxacin_K18130,3,Strong,ciprofloxacin,K18130
ciprofloxacin_K18131,3,Strong,ciprofloxacin,K18131
ciprofloxacin_K18135,3,Strong,ciprofloxacin,K18135
ciprofloxacin_K18138,3,Strong,ciprofloxacin,K18138
ciprofloxacin_K18139,2,Moderate,ciprofloxacin,K18139
ciprofloxacin_K18140,2,Moderate,ciprofloxacin,K18140
ciprofloxacin_K18141,2,Moderate,ciprofloxacin,K18141
ciprofloxacin_K18142,3,Strong,ciprofloxacin,K18142
ciprofloxacin_K18145,3,Strong,ciprofloxacin,K18145
ciprofloxacin_K18147,3,Strong,ciprofloxacin,K18147
ciprofloxacin_K18231,3,Strong,ciprofloxacin,K18231
ciprofloxacin_K18294,3,Strong,ciprofloxacin,K18294
ciprofloxacin_K18295,3,Strong,ciprofloxacin,K18295
ciprofloxacin_K18298,3,Strong,ciprofloxacin,K18298
ciprofloxacin_K18299,3,Strong,ciprofloxacin,K18299
ciprofloxacin_K18300,3,Strong,ciprofloxacin,K18300
ciprofloxacin_K18301,2,Moderate,ciprofloxacin,K18301
ciprofloxacin_K18302,3,Strong,ciprofloxacin,K18302
ciprofloxacin_K18303,3,Strong,ciprofloxacin,K18303
